,title,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
137,"
                                                    Trosoban stan na četvrtom spratu-75m2/ Vojničko polje
                                                ",,,,,,,Adija Mulabegovića,3,,Parket,True,True,True,True,,,True,,,,True,05.06.2023,Jugoistok,True,,,True,,True,,True,,"BAULAND prodaje:Trosoban, polunamješten stan, dvostrano orijentisan, površine 75m2 koji se nalazi na četvrtom spratu stambene zgrade sa liftom od ukupno osam spratova u naselju Vojničko polje, Općina Novi Grad Sarajevo. Lift u zgradi staje na međuspratovima.Zgrada u kojoj se stan nalazi izgrađena je 1984. godine.Stan se sastoji od hodnika, malog gostinjskog toaleta, prostranog dnevnog boravka iz kojeg se izlazi na balkon, izdvojene kuhinje sa trpezarijom, degažmana, ostave, kupatila, master spavaće sobe i dječije sobe.Stan posjeduje podrumsku prostoriju u suterenu zgrade.Vanjska stolarija je PVC, unutrašnja je drvena, na podu je postavljen parket. Ulazna vrata su blindirana.Stan je renoviran 2014. godine i prodaje se polunamješten. Plakari ostaju u stanu.Prednosti nekretnine:Blizina javnog gradskog prijevozaBlizina škola, vrtića, dječijih igrališta i drugih obrazovnih institucija Blizina mesnice, supermarketa, ugostiteljskih objekata i dr.Otvoreni parking prostor u neposrednoj blizini stanaParking prostor uz naplatuLokacija:Stan se nalazi u ulici Adija Mulabegovića, naselje Vojničko polje, Općina Novi Grad Sarajevo. Stan se nalazi na izuzetno lijepoj lokaciji u blizini koje se nalazi javni gradski prijevoz-trolejbusko, autobusko i na samo 10-ak minuta od zgrade nalazi se tramvajsko stajalište. U blizini stana nalaze se džamija Kralj Fahd, osnovne škole, vrtići, supermarketi, te mnogobrojni ugostiteljski i uslužni objekti i dr.Informacije:Sve zainteresovane klijente pozivamo da nas kontaktiraju i zakažu obilazak nekretnine. Obilazak se može izvršiti uz prethodnu najavu na broj telefona +387 62 080 550 (Viber/WhatsApp), te putem e-mail adrese info@bauland.ba.Uz našu stručnost i profesionalnost, možete biti sigurni da ćemo u Vašem interesu pokušati postići najbolju moguću cijenu ili uvjete. Želimo Vam pružiti najbolju moguću uslugu, stoga smo uvijek spremni odgovoriti na Vaša pitanja. Javite nam se već danas i saznajte više!"
138,"
                                                    Stan Stup
                                                ",,,,,,,,5,2000-2009,Parket,True,True,True,True,True,True,True,,True,True,True,07.03.2023,,True,,True,True,,True,,True,,"Stan se nalazi na sedmom spratu stambene zgrade sa dva lifta u ulici Hifzi Bjelevca, naselje Stup, općina Ilidža. U neposrednoj blizini zgrade nalazi se supermarket, apoteka, pekara, džamija, hotel, Stupska petlja, autobuska i tramvajska stanica, kao i drugi sadržaji koji su karakteristični za ovu lokaciju.


Kvadratura stana iznosi 79,15 m2, po strukturi je trosoban, primarne zapadne orjentacije.


Stan posjeduje:

- Dnevni boravak i trpezariju

- Balkon

- Kuhinju

- Dvije spavaće sobe

- Kupatilo i dodatni toalet

- Hodnik

- Pripadujuću podrumsku prostoriju

- Centralno grijanje - etažno - plin

- Klima uređaj
- Podrum 3-4 kvadrata 
- Blindirana vrata, Interfon, lift

- Vanjsku i unutrašnju drvenu stolariju

- Priključke telefona, kablovske televizije i interneta

- Parking ispred zgrade - javni
"
139,"
                                                    DHM/STAN/MARIJIN DVOR
                                                ",,,,,,,,,,,,,,,True,,,,True,True,,02.02.2023,,True,,,,,,,,,"DHM nekretnine Vam predstavljaju stan u Centru Sarajeva. Stan se nalazi na Marijin Dvoru u ulici Vrazova, u neposrednjoj blizi SCC-a. Jedna od najpoželjnijih lokacija u Sarajevu. U blizini se nalazi sve za lagodan život. Stan ima uknjiženih 86m², dok je ostatak bila zajednička prostorija svih stanara koja je sada u sklopu ovog stana. Možda je ovo Vaš novi dom. Kontaktirajte nas na 062404204 ili 062950850. https://youtu.be/je8wvbHQyeE

VIDEO POGLEDAJTE NA:"
140,"
                                                    PRODAJE SE STAN NA DOBRINJI 3 - 55m2
                                                ",,,,,,,Trg Sarajevske Olimpijade,4.7,,Parket,True,,,True,,,,,True,True,True,18.06.2023,,True,,,True,,,,True,,"Kliknite na LINK da pogledate video stana koji se prodaje na Dobrinji 3.Video link stana 1:       DOBRINJA 3 - 55m2 PRODAJA - YouTubeVideo link stana 2:      DOBRINJA 3 - 55m2 PRODAJA - YouTubeProdaje se stan na Dobrinji 3 (vlasnistvo 1/1) u ulici TRG SARAJEVSKE OLIMPIJADE.Stan je uknjizene kvadrature 54.5 m² i nalazi se na 4spratu zgrade bez lifta. U kvadraturu stana ne ulazi balkon od 4.7m². Stan posjeduje i podrumsku prostoriju.Nekretnina se sastoji od: ulaznog hodnika, kuhinje sa trpezarijom, dnevnog boravka, spavace sobe, kupatila i balkona. Uz korekcije se moze dobiti i trosoban stan ( izmjestanjem kuhinje u dnevni boravak). Idealno za mlade bracne parove. Stan je dvostrano orjentisan.Vanjska stolarija je PVC, unutrasnja je drvena. Na podu se nalazi parket ( dnevni boravak i spavaca soba), hodnik i kuhinja (laminat). Grijanje u stanu je gradsko / toplane.U blizini nekretnine se nalazi centralni dio Dobrinje...apoteke,vrtici,merketi, trolejbusko i autobusko stajaliste, parkovi ..Stan je kopmletno okrecen (svi zidovi i plafoni) prije 4 mjeseca.176000 km je trazena cijena stana , ali potencijalni kupac je uvijek slobodan da posalje ponudu prodavcu koja moze biti i niza od trazene cijene.Kontakt broj na koji se moze dobiti vise info. je WhatsApp i Viber (+32489 09 39 21)"
141,"
                                                    LOCUS prodaje: Dvosoban stan, Grbavica, Novo Sarajevo
                                                ",,,,,,,Zagrebačka,,1970-1979,Parket,True,True,True,True,True,,,,True,True,True,12.06.2023,Jugoistok,,,,True,,True,,True,,"LOCUS šifra: 042L-2023SAgent: Elvedina Ganibegović, 061/163-238E-mail: elvedina@locus.baŽelite saznati više o ovoj nekretnini? Za više fotografija i dodatne informacije posjetite: https://www.locus.ba/search/listing/6003Opis nekretnine:Prodaje se funkcionalan, dvosoban stan uknjižene površine 52m2 sa zatvorenim balkonom pozicioniran na četvrtom spratu stambene zgrade bez lifta na izuzetno atraktivnoj lokaciji u ul. Zagrebačka, naselje Grbavica, Opština Novo Sarajevo.Zgrada je izgrađena 1970-ih godina, sastoji se od ukupno pet spratova, odlikuje je visoka kvaliteta gradnje i redovno se održava.Prema informaciji od vlasnika posljednja adaptacija je urađena 2018 godine i tom prilikom su ugrađena nova blindirana vrata. Zatim, 2008 godine su promijenjene vodovodne instalacije u kuhinji i kupatilu. Izuzev naprijed navedenog nije bilo značajnijih adaptacija, tako da je budućim vlasnicima ostavljena mogućnost da je kroz adaptaciju u potpunosti prilagode ličnim potrebama.Stan se sastoji od dnevnog boravka sa izlazom na balkon, spavaće sobe, kuhinje sa trpezarijom, kupatila, ostave površine cca. 3m2, predsoblja i degažmana.Obzirom na dvostranu orjentaciju stambeni prostor je osunčan tokom čitavog dana.U suterenu zgrade nalazi se pripadajuća podrumska prostorija površine cca. 5m2.Jednostavnim građevinskim poduhvatom postoji mogućnost pretvaranja u trosoban stan.Bitno je napomenuti da se u radijusu od cca. 50-100 metara smješteni sadržaji kao što su mnogobrojni ugostiteljski objekti, Konzum, pekara, knjižara, apoteka, frizerski salon, ambasade, itd. Također, ispred zgrade nalazi se i stanica javnog prevoza čime je ova mikrolokacija odlično povezana sa samim centrom grada i ostalim gradskim naseljima.Ugodan životni ambijent ogleda se u mnoštvu zelenih površina, parkova, kao i blizina Vilsonovog šetališta. Za posjetu ovoj nekretnini pozovite Vašeg LOCUS agenta: 061/163-238 ili VIBER/ WhatsApp/ IMO +38761163238.Lokacija: Stan se nalazi na četvrtom spratu stambene zgrade bez lifta u ulici Zagrebačka, naselje Grbavica, Opština Novo Sarajevo.Naselje Grbavica predstavlja jedno od najtraženijih i najatraktivnijih lokacija u gradu. Toj činjenici doprinosi blizina svih neophodnih sadržaja kao što su: mnogobrojni ugostiteljski i trgovački objekti, pijaca, pekara, apoteka, tržni centri ""SCC"" i ""Alta"", osnovne škole ""Kovačići"" i ""Grbavica I"", Šumarski fakultet, dječija igrališta, Vilsonovo šetalište, ambulanta i mnogi drugi.Strogi centar grada nalazi se na udaljenosti od desetak minuta hoda, dok su stanice javnog gradskog prevoza udaljene svega 50m od zgrade.Sadržaj:Dnevni boravak sa izlazom na balkon, spavaća soba, kuhinja sa trpezarijom, kupatilo, ostava, predsoblje i degažman.Standard:Centralno grijanje (Toplane). Drvena vanjska i unutrašnja stolarija. Parket. Keramičke pločice. Priključci za internet, kablovsku TV i telefon. Podrumska prostorija. Ostava. Interfon. Blindo vrata. Zajednički parking.NAPOMENA: Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.LOCUS Nekretnine d.o.o ne preuzima nikakvu odgovornost za moguća odstupanja od zemljišnoknjižnih podataka i katastarskih podataka sa stvarnom situacijom nekretnine na terenu. Kupac se upućuje da izvrši detaljnu provjeru svih zemljišnoknjižnih podataka, katastarskih podataka i stvarne situacije nekretnine te da se posavjetuje sa notarom, kojeg odabere za zaključenje kupoprodajnog ugovora.Agencija LOCUS Nekretnine d.o.o. je upisana u Registar posrednika kod Federalnog ministarstva trgovine pod registarskim brojem 27/2023. "
142,"
                                                    Trosoban stan Šip novogradnja
                                                ",,,,,,,Branilaca Šipa,5,2020+,Parket,True,True,True,True,True,True,True,,True,True,True,10.12.2022,Zapad,True,,True,True,True,True,,True,,"Stan je nov useljen 2021.godine, dvostrano orijentisan i osunčan, sastoji se od: dnevnog boravka, trpezarije i kuhinje, dvije spavaće sobe, hodnika, degažmana i kupatilaNalazi se na 4. spratu zgrade sa velikim liftom Zgrada posjeduje video nadzor vanjskog i unutrašnjeg prostora, kao i videointerfon sa otvaranjem ulaznih vrata beskontaktnim čitačemVrata stana su blinda protuprovalna vrataGrijanje u stanu je plinsko: Vaillant bojler i radijatori pod garancijom Stan posjeduje klima uređaj inverter grijanje/hlađenje pod garancijom Vanjska stolarija kvalitetna drvena sa ugrađenim Mikado vanjskim alu roletnama i komarnicima i zebra zavjesamaU stanu je ugrađena kuhinja od bijelog medijapana sa granitnim sudoperom i česmom, kao i dva plakara sa kliznim vratima u hodniku i velikoj spavaćoj sobi također od medijapana kao materijala izrade Pod u stanu je lakirani hrastov parket Balkon izuzetno prostran sa inox ogradom i predivnim otvorenim pogledom Kupatilo je prostrano sa ugrađenom kvalitetnom keramikom i kadom Stan posjeduje veliku ostavu koja se nalazi u prizemlju zgrade i koja posjeduje ulazna blinda protuprovalna vrataStan je izuzetno ekonomičan po pitanju mjesečnih režija, što se možete uvjeriti uvidom u račune U neposrednoj blizini stana nalazi se OŠ Šip , dva dječija vrtića, dječije igralište, kao i džamija Šip, Ambulanta Šip 100m, TR Mercator 150m, te više ugostiteljskih objekata(picerija, buregdžinica, restoran) itd itd, što čini idealno okruženje i sve potrebne sadržaje na dohvat ruke Uz stan je moguće kupiti i garažu od 18m2 + 1 parking mjesto, koja se nalazi u prizemlju zgrade i posjeduje automatska vrata sa daljinskim otvaranjem, cijena garaže 38 000 KM Sve informacije direktno od vlasnika stana na broj 062/255-180"
143,"
                                                    Stan Sarajevo - Otoka
                                                ",,,,,,,,5,1970-1979,Parket,True,True,True,True,True,True,True,,True,True,True,06.01.2020,,True,,,True,,True,True,True,True,"Prodaje se luxuzan cetverosoban na Otoci, ulica Žrtava Fasizma, sve renovirano prije useljenja ,prozori i vrata puno drvo bijeli bor, parket od javora radjen za francusko tržište, kamen shivakashi deluxe u  hodniku, kuhinji i kupatilima, radna ploča i šank od granita, kuhinja puno drvo (Krivaja) kapucino boje, centralno grijanje Toplane. Stan je na 8 spratu i svi prozori (zbog male djece ) su zaštićeni  kovanom ogradom extra dizajniranom.
Svaki sprat ima svoj spremnik za smeće.
Okolina je sva u parkovima.
 Škola  ispred same zgrade. 
Dom Zdravlja, apoteke, glavna pijaca, dm market, sva prevozna sredstva po 5 min. od zgrade.
Veoma mirno naselje idealno za porodice sa djecom.
Stan ima 89 kvadrata, tj. 95m2 sa balkonom koji je pretvoren u prošireni dnevni boravak koji ima preko 30m2 , drugi balkon je ustakljen i tako da stan sa ustakljenim balkonom ima preko 100 m2 .
Stan se sastoji od ulaznog hodnika, na lijevoj strani hodnika su spajz/cipelarnik i mali WC, na desnoj veliki dnevni boravak/ taj dio se može pretvoriti u poslovni prostor / office jer je kao zasebna cjelina, na kraju hodnika su vrata koja vode u kuhinju i trpezariju gdje je i ustakljeni balkon, iz kuhinje/trpezarije se ulazi u drugi mali hodnik, koji vodi u 3 sobe i WC sa kupatilo.
Kuhinja je raj za gurmane, ima 2 rerne, velika, plinska ploča sa 5 kola za kuhanje,veliki LG no frost frižider, prostor luxuzno opremljen za puno gostiju i kuhanje sa uzimanjem.
Papiri su uredni.
Kupovina direktno od vlasnika, bez posrednika."
144,"
                                                    Stan Sarajevo - Novi Grad 57m2 + 7m2 lođa
                                                ",,,,,,,Adema Buće 17,7,,Parket,True,True,True,True,True,,,,True,True,True,11.04.2023,,True,,True,True,,True,,True,,"Dvosoban stan od 57m2 u naselju Buća potok, ulica Adema Buće 17 ( iza Hifa Petrol pumpe) i nalazi  se na prvom spratu, u trospratnoj zgradi, dvostrano orijentisan sa mnogo dnevnog svjetla. Stara kvalitetna gradnja neposredno pored novih Tibra zgrada. Prostrani haustor sa samo 11 stanova, a stanu pripada i prostorija u podrumu / šupa. U neposrednoj blizini stana u krugu od 300m se nalaze Bingo, Konzum, mesnica, pekara, apoteka, lokalna zdravstvena ambulanta, autobuska stanica, taxi štand, benzinska pumpa. Nova ASA bolnica se gradi na udaljenosti manjoj od 1km. Stan posjeduje dvije sobe, kuhinju, hodnik, kupatilo, ostavu, otvoreni balkon cca. 7m2 i lođu. ( lođa je ustakljena, veličine 7m2 i moguće je prenamijeniti u drugu svrhe i ne ulazi u uknjiženih 57 m2 stana kao ni balkon). Grijanje je na plin (Sarajevogas), posjeduje mogučnost priključka na telefon, kablovsku televiziju i internet, posjeduje blindirana vrata. Vlasništvo 1/1, brzo useljivo, moguća opcija i sa namještajem po dogovoru."
145,"
                                                    LOCUS prodaje: Dvosoban stan, Fadila Hadžića, Otes
                                                ",,,,,,,Fadila Hadžića,,1970-1979,Parket,,True,,,True,,,,True,True,,09.06.2023,Zapad,,,,,,True,,,,"LOCUS šifra: 043L-2023SAgent: Elvedina Ganibegović, 061/163-238E-mail: elvedina@locus.baŽelite saznati više o ovoj nekretnini? Za više fotografija i dodatne informacije posjetite: https://www.locus.ba/search/listing/6000Opis nekretnine:Prodaje se dvosoban stan uknjižene površine 46m2 u prizemlju manje stambene zgrade u ulici Fadila Hadžića, naselje Otes, Opština Ilidža.Zgrada u kojoj se predmetna nekretnina nalazi izgrađena je 1977 godine.Posljednja adaptacija je urađena prije nekoliko godina i tom prilikom je postavljena vanjska PVC stolarija i ugrađena su blindirana vrata. Izuzev naprijed navedenog nije bilo značajnijih adaptacija.Sastoji se od dnevnog boravka sa kuhinjom, spavaće sobe, kupatila i hodnika. Na istoj etaži se nalazi i pripadajuća ostava.Bitno je napomenuti da se iz spavaće sobe može pristupiti u pripadajući dio dvorišta.Stan odlikuje odlična dispozicija i funkcionalnost, a zapadna orijentacija čini ga izrazito svijetlim i prozračnim tokom većeg dijela dana, dok zelene površine koje ga okružuju pružaju ugodan i miran ambijent tokom boravka.Preko puta stambene zgrade nalazi se zajednički parking prostor za stanare, tako da je korištenje privatnog automobila u velikoj mjeri olakšano.Za posjetu ovoj nekretnini pozovite Vašeg LOCUS agenta: 061/163-238 ili VIBER/ WhatsApp/ IMO +38761163238.Lokacija: Predmetna nekretnina se nalazi na prizemlju manje stambene zgrade u ulici Fadila Hadžića, naselje Otes, Opština Ilidža.Lokacija je prepoznatljiva po mnoštvu zelenih površina i dječijih parkova. U radijusu od samo 200 metara dostupni su sljedeći sadržaji: trgovački centar, pekara, apoteka, dječija igraona, benzinska pumpa, itd.Naselje Otes ima direktan pristup autoputu, dok je saobraćajnicama odlično povezano sa centrom Ilidže i drugim gradskim opštinama. Redovna autobuska linija saobraća na relaciji Ilidža – Otes.Također u blizini se nalazi novoizgrađeni kompleks “Sarajevo Waves”.Sadržaj:Dnevni boravak sa kuhinjom, spavaća soba, kupatilo i hodnik.Standard:Električno grijanje (sprovedeno plinsko grijanje). Vanjska PVC stolarija. Unutrašnja drvena stolarija. Parket u dnevnom borakvu i spavaćoj sobi. Keramičke pločice u kuhinji, kupatilu i hodniku. Ostava površine 2m2. Pripadajući dio dvoriša cca. 8m2. Blindo vrata. Priključak za telefon. Zajednički parking.NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.LOCUS Nekretnine d.o.o ne preuzima nikakvu odgovornost za moguća odstupanja od zemljišnoknjižnih podataka i katastarskih podataka sa stvarnom situacijom nekretnine na terenu. Kupac se upućuje da izvrši detaljnu provjeru svih zemljišnoknjižnih podataka, katastarskih podataka i stvarne situacije nekretnine te da se posavjetuje sa notarom, kojeg odabere za zaključenje kupoprodajnog ugovora. Agencija LOCUS Nekretnine d.o.o. je upisana u Registar posrednika kod Federalnog ministarstva trgovine pod registarskim brojem 27/2023. ﻿Planirate prodaju Vaše nekretnine? Kontaktirajte nas i uvjerite se da smo najbrži i najefikasniji: +387 33 214 441"
146,"
                                                    AD COMPANY prodaje: Stan, Istočno Sarajevo (1204)
                                                ",,,,,,,Akademika Petra Mandića,2,,Parket,True,True,True,True,True,,,,True,True,True,21.11.2022,Jugozapad,True,,,True,,,,True,True,"BROJ OGLASA: 1204AD COMPANY prodaje stan u Istočnom Sarajevu/Dobrinja, na adresi Akademika Petra Mandića.Stan je površine 58m2.Po strukturi je dvosoban.Sastoji se od:-dnevnog boravka,-kuhinja,-trepezarija,-spavaća soba sa balkonom,-kupatilo,-hodnika, ostava pored stana na istom spratu.Zgrada ne posjeduje lift.Stan se nalazi na 4 spratu stambene zgrade koja posjeduje parking ispred zgrade.Prodaje se polunamješten. Grijanje u stanu je centralno (plin).Stambena zgrada se nalazi u mirnom i lijepom naselju.Kontakt telefon: 061 626 626NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.Prodajete ili iznajmljujete Vašu nekretninu? Postanite dio uspješne priče.Kontaktirajte nas danas: 061 626 626"
147,"
                                                    Kvart|Stan, 88 m2, Dobrinja 2
                                                ",,,,,,,Hamdije Kapidžića,6,1980-1989,Parket,True,True,True,True,True,True,,,True,True,True,17.05.2022,Jugozapad,True,,,True,,True,,True,True,"Kvart prodaje odličan stan površine 88m2 na Dobrinji II. Pozicioniran je na 4. katu zgrade u ulici Hamdije Kapidžića, općina Novi Grad.Stambeni prostor je izuzetno funkcionalan i sastoji od ulaznog hodnika, ostave, kuhinje sa izlazom na ustakljeni balkon, trpezarije, prostranog dnevnog boravka sa prekrasnim pogledom na park i izlazom na drugi balkon (koji je također ustakljen i ima vlastito grijanje-konvektori), degažmana koji se koristi kao radna soba, spavaće sobe, kupatila, i dječije sobe.Bitno je naglasiti da je da je sva vanjska ALU stolarija mijenjana prije 2-3 godine. Nekretnina se nalazi u izvrsnom stanju, zahvaljujući dvostranoj orijentaciji (Jug-Zapad) stan je izuzetno svijetao i ugodan za boravak.Stambena zgrada je okružena mnoštvom lijepo uređenih zelenih površina, a sama lokacija je atraktivna zbog blizine sadržaja koji doprinose kvaliteti življenja, te se u radijusu od samo 200 metara nalaze bitni sadržaji urbanog načina življenja, što uključuje: Vrtić “Mala šumica”, osnovna škola “Skender Kulenović”, Dobrinjska Gimnazija, Igraonica, javna garaža preko puta zgrade, košarkaško igralište, Mercator, Ambulanta doma zdravlja, teretana, Bingo shopping centar. Najbliže autobusko stajalište udaljeno je samo 50 metara od zgrade. Redovna trolejbuska linija Dobrinja – Trg Austrije saobraća svakih 10 minuta i stajalište se nalazi odmah ispred ulaza u zgradu.https://kvart.ba/bs/property/stan-hamdije-kapidzica/Agent: AmelaTel: + 387 61 220-446Email: amela@kvart.baKvart nekretnine d.o.o. SarajevoJosipa Štadlera 6"
148,"
                                                    AURA /Stan 67m2 / 3S / Kromolj / Betanija
                                                ",,,,,,,,10,2020+,Parket,,True,True,True,,True,True,,,True,,08.03.2023,,,,,,,,,,,"Na prodaju lijep trosoban stan u novogradnji sa dva balkona koji gledaju na zelenu povrsinu. Struktura: Veliki dnevni boravak sa izlazom na balkon (velicina balkona 8m2), kuhinja, dvije spavaće sobe od kojih jedna ima izlaz na drugi balkon, hodnik, veliko kupatilo. Generalno, raspored stana je dobar i funkcionalan. Stan je vrlo topal, ugodan i komforan za život.  Standard: Centralno grijanje. Hrastov pod. Blinda vrata. PVC prozori renomiranog proizvođača. Stan je evidentiran u Z/K izvadku kantonalnog suda u Sarajevu. Na stanu nema nikakvih hipoteka i drugih finansijskih terete. Tehnički prijem nije izvršen tako da nije zgrada etažirana. *** Na linku ispod možete vidjeti druge nekretnine koje imamo u ponudi: https://auranekretnine.ba/nekretnine-ponuda/ AURA NEKRETNINE Centar, SarajevoAntuna Hangija 69Reg. br: 16-17-809/22 ☎ +38761560888🔗 https://auranekretnine.ba/📨 info@auranekretnine.ba"
149,"
                                                    Prodaje se četvorosoban stan na Bistriku
                                                ",,,,,,,Huremusa 23,14,2010+,Parket,True,,True,True,True,,,,True,True,True,02.11.2022,Ostalo,True,False,True,,True,True,,True,True,"Prodaje se četvorosoban stan na Bistriku u ul. Huremuša 23 u stanbenoj zgradi u
neposrednoj blizini stare željeznčike stanice Bistrik. Stan se nalazi na trečoj etaži (suteren, prizemlje,sprat) i ima svoj zaseban ulaz. Stanu pripada mjesto za parkiranje ispred zgrade.Stan se sastoji od velikog ulaznog hodnika iz kojeg se ulazi u svaku od prostorija u
stanu. Pored velikog dnevnog boravka sa kuhinjom i trpezarijom stan ima tri
spavaće sobe, kupatilo i veliki balkon.Stan je kompletno adaptiran. Grijanje u stanu je
centralno plinsko.Cijena:  199500 km.114 m2 sa balkonom  1m2 = 1750 kmKontakt:Viber,   WhatsApp,   Messenger,  FaceTime
0046702572191 Mustafa"
150,"
                                                    CAPITAL/ Stan Breka/ 1.sprat/ 80m2/ Juraja Najtharta
                                                ",,,,,,,,6,1980-1989,Parket,True,True,True,True,True,,,,True,True,True,27.05.2023,,True,,,True,,True,,True,,"CAPITAL NEKRETNINE Prodaju komforan trosoban stan uknjižene površine 80m2 smješten na idealnom 1.spratu stambene zgrade u ulici Juraja Najtharta, naselje Breka.

Stan je po strukturi trosoban i sastoji se od: dnevnog boravka, 2 spavaće sobe, kuhinje sa trpezarijom, kupatila, wc-a, hodnika i balkona.

Grijanje u stanu je centralno gradsko.
Naselje je izuzetno mirno i idealno je za mlade bračne parove zbog blizine sadržaja koje naselje pruža.

Stan je udaljen od centra grada par minuta vožnje automobilom, a gradski prevoz (autobus) saobraća do naselja.

Lokacijski u samom naselju nalazi se nekoliko hipermarketa, prodavnica, pekara, KCUS, mesnica, mnoštvo dječijih parkova, taxi štand, osnovna škola.

Sve dodatne informacije na kontakt telefon:

062/222-917 Sanja Kukuljac"
151,"
                                                    Trosoban stan 82 kvadrata Tibra 2
                                                ",,,,,,,,9,,Parket,True,True,True,True,True,True,True,True,True,True,True,15.06.2023,,True,,,,,True,,True,,"Trosoban stan 82 kvadrata,naselje Tibra 2,ulica Latička 1 Al. 061 202 258"
152,"
                                                    Kvart| Stan, Ciglane - Centar 83m2
                                                ",,,,,,,Husrefa Redžića,13.34,1980-1989,Laminat,True,,True,True,,,,,True,True,True,11.04.2023,Jugoistok,True,,,True,,,,True,True,"Kvart prodaje trosoban moderan i renoviran stan površine 83m2 na Ciglanama, općina Centar. Stan je pozicioniran na III spratu stambene jedinice.Stambeni prostor je izuzetno funkcionalan i sastoji se od Degažmana, (4.50M2), Predsoblja (3.20m2) kupatila (6.30m2), kuhinje (6.30m2) sa trpezarijom, prostranog dnevnog boravka (43.50m2) sa izlazom na terasu(zatvorena lođa 13.34m2), dvije prostrane spavaće sobe (jedna je 12.30m2) i (druga 9.30m2), i još jedna lođa (9.24m2). Bitno je naglasiti da se nekretnina nalazi u izvrsnom stanju zahvaljujući svojoj orijentaciji stan je izuzetno svijetao i ugodan za boravak. Izvanredna lokacija zbog blizine sadržaja koji doprinose kvaliteti življenja i blizine svih potrebnih sadržaja kao i gradskog saobraćaja, u neposrednoj blizini Druge gimnazije, vrtića, brojnih marketa, restorana, kafića, gradskog prijevoza, parkova za djecu kao i drugih sadržaja. Za više fotografija stana kao i za termin obilaska kontaktirajte naš tim. Agent: AmelaTel:+387 61 220-446Email:amela@kvart.baKvart nekretnine d.o.o. SarajevoJosipa Štadlera 6"
153,"
                                                    Trostrano orijentisan trosoban stan sa lođom, Grbavica
                                                ",,,,,,,Radnička,5,1990-1999,Parket,True,True,True,True,True,,True,,True,True,True,15.06.2023,Jugozapad,True,,True,True,,True,,True,True,"OPIS:Agencija za promet nekretninama INTERESA prodaje trosoban stan, 81 m2 (stvarna kvadratura 86 m2), na prvom spratu u stambeno poslovnoj zgradi sa liftom u naselju Grbavica, opština Novo Sarajevo. Nekretnina je redovno održavana, a adaptirana je u nekoliko navrata (2012 postavljena PVC stolarija na lođi, 2020 urađeno plinsko etažno grijanje, 2021 renovirano kupatilo). Stan je trostrano orijentisan, a primarna mu je orijentacija jugozapad (dnevni boravak, soba i lođa).LOKACIJA:Stan se nalazi u ulici Radnička, naselje Grbavica, opština Novo Sarajevo. Stambena zgrada je okružena mnoštvom lijepo uređenih zelenih površina, a sama lokacija je atraktivna zbog blizine sadržaja koji doprinose boljoj kvaliteti življenja. U neposrednoj blizini nalaze se osnovna škola, ambulanta, dom zdravlja, tržni centri, otvorena pijaca, itd. Lokacija je izuzetno dobro povezana javnim gradskim saobraćajem sa ostalim dijelovima grada, tako da su najbliža trolejbuska i autobuska stajalište udaljena na svega 200 metara od zgrade. Pored zgrade se nalazi veći parking prostor.STANDARD:Plinsko etažno grijanje (podno i sa radijatorima). Vanjska drvena stolarija. Unutrašnja drvena stolarija. Parket u sobama. Keramičke pločice u kuhinji i kupatilu. Blindo vrata. Interfon. Lift. FINANSIRANJE PRI KUPOVINI:O.D. “INTERESA” u saradnji sa vodećim bankama u BiH pomaže klijentima da na brži i jednostavniji način obezbijede potrebna kreditna sredstva za finansiranje kupovine nekretnina.Agent za promet nekretnina+387 61 442 448INTERESA nekretninehttps://interesa.olx.ba/interesanekretnine@gmail.com"
