cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,blindirana_vrata,internet,kablovska_tv,klima,lift,novogradnja,tel_prikljucak,uknjizeno_zk,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,nedavno_adaptiran
210000.0,60.0,3.0,3,Namješten,Renoviran,Struja,Rustem-pašina 29,0.0,2015,Laminat,True,True,True,True,False,False,True,True,False,True,False,False,False,True
260000.0,62.0,3.0,12,Namješten,Renoviran,Centralno (gradsko),,0.0,,Parket,True,False,True,True,True,False,False,True,False,False,False,False,False,True
155000.0,37.0,1.5,9,Namješten,Novogradnja,Centralno (Kotlovnica),,0.0,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False
319000.0,51.0,3.0,3,Namješten,,Struja,,7.0,2020,Parket,True,True,True,True,True,True,True,True,False,True,True,True,True,False
380000.0,95.0,4.0,2,Namješten,Renoviran,Centralno (Plin),,0.0,1980-1989,Parket,True,True,True,True,False,False,False,True,True,True,False,True,True,True
180000.0,25.0,1.0,1,Namješten,,Plin,,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300000.0,45.0,2.0,1,Namješten,,Centralno (Plin),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198000.0,47.0,2.0,5,Namješten,Renoviran,Plin,Stupska,0.0,2015,Parket,True,True,True,True,True,False,True,True,True,False,True,True,False,False
130000.0,38.0,2.0,3,Namješten,Renoviran,Centralno (gradsko),"Bojnička, Azići, Ilidža",0.0,2020,Laminat,True,True,True,False,True,True,True,True,False,False,True,False,False,True
127000.0,34.0,0.0,4,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120000.0,26.0,0.0,Prizemlje,Namješten,,Struja,,0.0,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False
270000.0,74.0,3.0,6,Namješten,,Centralno (gradsko),Esada Pašalića,0.0,1980-1989,Laminat,True,True,True,False,True,False,True,False,False,True,False,False,False,False
197000.0,58.0,2.0,4,Namješten,Renoviran,Centralno (gradsko),Bajrama Zenunija 1,0.0,,Parket,True,True,True,False,True,False,True,True,False,False,False,True,False,True
168000.0,60.0,2.0,2,Namješten,,Centralno (gradsko),,0.0,1970-1979,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210000.0,52.0,2.0,4,Namješten,,Centralno (gradsko),,0.0,,Parket,True,True,True,False,False,False,False,False,False,False,False,False,False,False
153000.0,51.0,2.0,2,Namješten,,Centralno (Plin),Igmanska 65,7.0,1960-1969,Parket,True,True,True,False,False,False,True,True,False,True,False,False,False,False
165000.0,46.0,2.0,13,Namješten,Novogradnja,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163000.0,56.0,2.0,4,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,True,True,False,True,False,False,False,False
153000.0,51.0,2.0,Prizemlje,Namješten,Renoviran,Centralno (Plin),,0.0,1970-1979,Parket,True,False,False,False,False,False,True,True,True,True,False,True,False,True
244000.0,68.0,2.0,2,Namješten,Renoviran,Struja,,6.0,,Parket,True,True,True,False,True,False,True,True,True,True,False,False,False,True
259000.0,59.0,3.0,1,Namješten,,Centralno (Plin),Bistrik,0.0,1960-1969,Laminat,True,True,True,False,False,False,True,False,True,False,False,False,False,False
229000.0,71.0,2.0,14,Namješten,,Centralno (gradsko),,0.0,,,True,False,False,False,True,False,False,True,False,False,False,True,False,False
270000.0,45.0,2.0,3,Namješten,Renoviran,Centralno (gradsko),,0.0,2020,Parket,True,True,True,True,True,False,True,True,False,False,True,False,True,False
345000.0,74.0,3.0,3,Namješten,Renoviran,Plin,Hadži Idrizova,10.0,1970-1979,Parket,True,True,True,False,False,False,False,True,True,True,False,True,False,True
205000.0,46.0,2.0,6,Namješten,Renoviran,Centralno (gradsko),,0.0,,Laminat,False,True,True,True,True,False,False,True,False,True,False,True,False,True
222000.0,65.0,3.0,Visoko prizemlje,Namješten,Renoviran,Ostalo,Zagrebačka,0.0,,Laminat,True,True,True,True,False,False,True,True,False,True,True,True,True,True
249000.0,80.0,3.0,Visoko prizemlje,Namješten,,Centralno (Plin),Tina Ujevića,0.0,Prije 1950,Parket,True,True,True,True,False,False,True,True,True,True,True,True,False,False
252000.0,57.0,3.0,4,Namješten,,Struja,Kralja Tvrtka,3.0,,,True,False,False,False,False,False,False,True,True,True,False,False,False,False
175000.0,50.0,2.0,3,Namješten,,Plin,,0.0,,Parket,True,True,True,False,True,True,True,True,True,False,True,False,False,False
170000.0,55.0,2.0,1,Namješten,,Centralno (gradsko),Trg zlatnih ljiljana,0.0,1980-1989,Parket,False,True,True,False,False,False,False,False,True,True,False,False,False,False
155000.0,56.0,2.0,Visoko prizemlje,Namješten,,Struja,,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270000.0,96.0,5.0,5,Namješten,,Centralno (Plin),Behdžeta Mutevelića,3.5,2000-2009,Parket,True,True,True,True,False,False,True,True,True,False,False,False,False,False
138000.0,52.0,2.0,10,Namješten,Renoviran,Centralno (gradsko),Trg ZAVNOBIH-a,6.0,1990-1999,,True,True,True,True,True,False,True,True,True,True,True,False,True,True
99000.0,53.0,2.0,2,Namješten,,Centralno (Plin),Ohridska,0.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,False
238000.0,70.05,3.0,3,Namješten,,Plin,Pijačna Stup Ilidža,0.0,2010,Parket,True,True,True,False,True,False,True,True,True,False,True,False,True,False
130000.0,26.25,0.0,13,Namješten,,Centralno (Kotlovnica),,0.0,,,False,True,True,True,True,True,True,True,False,False,False,False,False,False
299000.0,80.0,3.0,6,Namješten,,Plin,,5.0,2020,Parket,True,True,True,True,True,True,True,True,True,False,False,False,False,False
124000.0,36.0,1.0,5,Namješten,,Ostalo,Muhameda Hadzijahica,0.0,,Parket,False,False,True,False,True,False,True,False,True,True,False,False,False,False
295000.0,67.0,3.0,4,Namješten,Renoviran,Centralno (gradsko),Lužanski put,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,True
350000.0,54.0,2.0,2,Namješten,,Plin,Nova,0.0,,Parket,True,True,True,False,False,True,True,True,True,False,False,False,False,False
200000.0,63.0,3.0,2,Namješten,,Centralno (gradsko),,6.0,1970-1979,Parket,True,True,True,False,False,False,True,True,False,True,False,True,False,False
115000.0,33.0,0.0,1,Namješten,,Centralno (Kotlovnica),,0.0,,,True,True,False,False,False,False,False,True,False,False,True,False,False,False
285000.0,54.0,2.0,1,Namješten,,Centralno (gradsko),,0.0,,Parket,True,True,False,False,False,False,False,False,False,False,False,True,False,False
309000.0,83.0,3.0,1,Namješten,,Struja,Odobašina,0.0,Prije 1950,Laminat,True,True,True,False,False,False,True,False,False,True,False,True,False,False
280000.0,59.0,3.0,2,Namješten,,Centralno (gradsko),Želimira Vidovića - Kelija,0.0,2010,Parket,True,True,True,True,True,False,True,False,False,False,True,False,False,False
229000.0,77.0,4.0,5,Namješten,,Centralno (Plin),Bistrik,0.0,,Laminat,True,True,True,False,False,False,True,True,True,False,False,True,False,False
180000.0,45.0,1.5,7,Namješten,,Centralno (gradsko),,0.0,,,True,False,False,False,True,False,False,True,False,False,False,True,False,False
360000.0,96.0,4.0,Visoko prizemlje,Namješten,,Plin,Dejzina Bikića,0.0,2000-2009,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False
159000.0,39.0,1.0,Visoko prizemlje,Namješten,,Plin,Ramiza Salčina,0.0,1990-1999,Laminat,False,True,True,True,False,False,False,False,True,False,False,False,False,False
117000.0,28.0,0.0,2,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
394000.0,91.63,3.0,6,Namješten,Renoviran,Centralno (gradsko),Envera Šehovića,5.0,1970-1979,Ostalo,True,True,True,False,True,False,True,True,False,False,True,True,False,True
240000.0,50.0,2.0,1,Namješten,,Struja,,0.0,1970-1979,Parket,True,False,False,False,False,False,False,True,False,True,False,False,False,False
360000.0,97.0,4.0,Visoko prizemlje,Namješten,,Plin,Dejzina Bikića 2b,0.0,2000-2009,Parket,False,False,False,True,False,False,False,True,True,False,False,True,False,False
245000.0,43.0,2.0,2,Namješten,,Centralno (gradsko),Ahmeda Muradbegovića 9,0.0,2015,Parket,True,True,True,True,True,True,True,True,False,False,False,False,False,False
324000.0,72.0,3.0,Prizemlje,Namješten,Renoviran,Centralno (Plin),Nusreta Šišića Dede,10.0,1970-1979,Parket,True,True,True,False,False,False,True,True,True,True,False,False,True,True
600000.0,151.0,5.0,2,Namješten,,Plin,Maršala Tita,151.0,,Parket,True,True,True,False,False,False,True,True,True,False,True,True,True,False
166000.0,43.0,2.0,Visoko prizemlje,Namješten,,Struja,Pijačna,0.0,2015,Laminat,True,True,False,True,True,False,False,False,False,False,False,False,False,False
299000.0,63.0,3.0,2,Namješten,Renoviran,Plin,Nahorevska 136 B,5.0,,Laminat,True,True,True,True,True,True,False,True,False,True,True,True,False,True
143100.0,54.0,2.0,1,Namješten,,Plin,,0.0,1980-1989,Parket,False,True,True,False,False,False,True,False,False,True,False,False,False,False
189000.0,69.0,3.0,2,Namješten,Renoviran,Centralno (gradsko),Petra Tiješića,5.0,1980-1989,Parket,True,True,True,True,False,False,True,True,False,True,False,True,False,True
145000.0,61.0,3.0,Prizemlje,Namješten,,Struja,Pijačna 59,0.0,,,True,True,False,False,False,False,True,True,False,True,False,False,False,False
625000.0,204.0,4.0,7,Namješten,,Centralno (Plin),,70.0,2015,Parket,True,False,False,True,True,True,False,True,True,False,False,True,False,False
202900.0,54.0,2.0,4,Namješten,,Centralno (Plin),,7.0,2010,Parket,True,True,True,True,True,True,True,True,True,True,False,False,False,False
160000.0,42.0,2.0,2,Namješten,,Centralno (gradsko),porodice ribar,0.0,,Laminat,True,False,False,False,True,False,True,True,False,False,False,False,False,False
350000.0,61.0,2.0,20,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82000.0,27.1,0.0,5,Namješten,,Struja,Nikole Tesle 51G,4.0,2020,Parket,True,True,True,False,True,True,False,True,False,False,False,False,False,False
390000.0,90.0,3.0,5,Namješten,Renoviran,Plin,logavina 26,5.0,2000-2009,,True,True,True,True,False,True,False,True,False,False,False,False,False,True
188000.0,40.0,1.0,9,Namješten,Renoviran,Centralno (gradsko),Džemala Bijedića,0.0,2020,Parket,True,True,True,False,True,True,False,True,False,False,False,False,False,True
440000.0,83.5,3.0,20,Namješten,,Centralno (Kotlovnica),Kolodvorska,0.0,2020,Parket,True,True,False,False,True,False,False,True,False,False,False,False,False,False
230000.0,64.0,2.0,6,Namješten,Renoviran,Centralno (gradsko),Antuna Branka Šimića br.6,0.0,1970-1979,Parket,True,True,True,False,True,False,True,True,False,False,False,False,False,False
200000.0,74.0,3.0,Prizemlje,Namješten,Dobro stanje,Plin,,0.0,,,False,True,True,False,False,False,True,True,True,True,False,True,False,False
310000.0,80.0,3.0,13,Namješten,Renoviran,Centralno (Plin),Behdžeta Mutevelića,5.0,,Parket,True,True,True,False,True,False,True,True,True,True,True,True,False,True
349999.0,86.0,2.0,5,Namješten,,Struja,Maršala Tita,0.0,,Parket,True,True,True,True,False,False,True,False,False,True,False,False,False,False
400000.0,90.0,3.0,2,Namješten,,Centralno (gradsko),Malta,5.0,,Parket,True,True,True,False,True,False,True,True,False,True,True,True,True,False
190000.0,55.0,2.0,6,Namješten,,Centralno (gradsko),Brčanska,0.0,1970-1979,Parket,False,True,True,True,True,False,True,False,True,True,False,False,False,False
285290.0,62.0,3.0,4,Namješten,,Centralno (gradsko),,0.0,2000-2009,Parket,True,False,True,True,True,False,True,True,False,False,False,False,False,False
242960.0,42.0,1.5,2,Namješten,,Struja,,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,False
279900.0,80.0,3.0,2,Namješten,,Centralno (Plin),,0.0,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False
359900.0,85.0,4.0,3,Namješten,Renoviran,Centralno (gradsko),,5.0,,Laminat,True,True,True,True,False,False,True,False,True,True,False,True,False,True
245000.0,45.0,2.0,1,Namješten,,Centralno (gradsko),Bulevar Meše Selimovića,0.0,2015,Ostalo,True,True,True,True,True,False,False,False,False,False,False,False,False,False
440000.0,83.5,3.0,20,Namješten,Renoviran,Centralno (gradsko),Kolodvorska,0.0,2020,Parket,False,False,False,False,True,False,False,True,False,False,False,False,False,True
290000.0,63.0,2.0,Prizemlje,Namješten,Renoviran,Centralno (Plin),Gorica 1,0.0,,Parket,False,False,False,False,False,False,False,True,False,False,False,False,False,True
850000.0,131.0,4.0,1,Namješten,Renoviran,Plin,Dolina 2,0.0,Prije 1950,Parket,True,True,True,True,False,False,True,True,True,False,False,False,False,True
90000.0,28.25,2.0,3,Namješten,,Centralno (gradsko),Trg kralja Aleksandra,0.0,2020,,True,True,True,False,False,True,True,True,False,False,True,False,False,False
849000.0,224.0,4.0,6,Namješten,,Centralno (gradsko),Nikole Šopa,0.0,2015,Parket,True,True,True,True,True,True,True,True,False,True,True,True,True,False
159000.0,72.0,3.0,2,Namješten,,Centralno (Plin),Srpskih vladara,0.0,2000-2009,Parket,True,True,True,False,False,False,True,False,True,False,False,True,False,False
360000.0,83.0,3.0,2,Namješten,,Plin,Kralja Tvrtka,0.0,Prije 1950,Parket,True,True,True,False,False,False,True,False,True,False,False,False,False,False
184000.0,80.0,3.0,4,Namješten,,Centralno (Plin),,0.0,1980-1989,Parket,False,True,True,False,False,False,True,False,False,True,False,False,False,False
89000.0,35.0,1.5,3,Namješten,Renoviran,Plin,Srpskih  vladara 17,4.0,2000-2009,Laminat,False,False,False,False,False,False,True,True,True,False,True,False,False,True
195000.0,67.0,2.0,8,Namješten,,Centralno (gradsko),Stupska,5.0,2000-2009,Parket,True,False,True,True,True,True,False,True,False,False,True,False,False,False
111000.0,33.0,0.0,Visoko prizemlje,Namješten,,Centralno (gradsko),Salke Nazecica 3,0.0,1980-1989,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299000.0,97.0,3.0,4,Namješten,,Struja,,0.0,Prije 1950,Parket,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440000.0,83.5,3.0,20,Namješten,,Centralno (gradsko),,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,False
368000.0,90.0,4.0,1,Namješten,,Centralno (Plin),,8.0,,Parket,True,True,True,True,False,False,True,True,True,True,False,False,False,False
368000.0,90.0,4.0,Visoko prizemlje,Namješten,,Centralno (Plin),,8.0,,Parket,True,True,True,True,False,False,True,True,True,True,False,False,False,False
210000.0,81.0,3.0,Prizemlje,Namješten,Renoviran,Plin,Vjekoslava Klaica 19,12.0,2000-2009,Laminat,False,True,True,False,False,True,False,True,True,False,False,True,False,True
155000.0,63.0,2.0,3,Namješten,Renoviran,Drva,Merzuka Feriza,0.0,,Laminat,True,True,True,False,False,False,True,True,False,True,False,True,False,True
120000.0,32.0,0.0,10,Namješten,,Centralno (Kotlovnica),Stupska 19,4.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189000.0,55.0,2.0,6,Namješten,Renoviran,Plin,Ismeta Mujezinovica 32,4.0,1980-1989,Parket,True,True,True,False,False,False,True,True,True,True,False,True,False,True
258000.0,77.0,3.0,6,Namješten,,Plin,Stup,5.0,2010,Ostalo,True,False,False,True,True,True,False,True,True,True,False,False,False,False
261000.0,87.0,3.0,Prizemlje,Namješten,,Plin,"Tina Ujevića, Sarajevo",10.0,1950-1959,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,False
325000.0,72.0,2.0,4,Namješten,Renoviran,Ostalo,Josipa Vancasa,0.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,True,False,True
191400.0,58.0,2.0,2,Namješten,,Ostalo,Trg djece Dobrinje,0.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,False
260000.0,51.3,2.0,7,Namješten,,Centralno (Kotlovnica),,0.0,,Parket,True,True,True,True,True,True,True,True,False,False,True,True,False,False
250000.0,55.0,2.0,13,Namješten,Renoviran,Centralno (gradsko),Bulevar Mese Selimovica,0.0,,Laminat,True,False,False,False,False,False,False,False,False,False,False,False,False,False
135000.0,47.0,1.5,Visoko prizemlje,Namješten,,Centralno (gradsko),Trg ZAVNOBIH-a,0.0,1970-1979,,False,False,False,False,False,False,False,True,False,False,False,False,False,False
188000.0,57.0,2.0,2,Namješten,,Centralno (gradsko),,6.0,1990-1999,,True,True,True,False,False,False,True,True,False,True,False,False,False,False
265000.0,80.0,3.0,2,Namješten,Renoviran,Centralno (gradsko),,6.0,1980-1989,Parket,True,True,True,False,True,False,True,True,False,True,False,True,False,True
269000.0,72.0,3.0,2,Namješten,,Plin,Ismeta Mujezinovića,0.0,1980-1989,Parket,True,True,True,False,False,False,True,False,True,False,False,False,False,False
280000.0,65.0,3.0,5,Namješten,Renoviran,Centralno (Plin),,0.0,,,True,True,True,True,True,False,True,True,False,True,False,False,False,True
475000.0,105.0,5.0,12,Namješten,,Centralno (Plin),Džemala Bijedića 129,0.0,2015,,True,False,True,True,True,True,False,True,False,False,True,True,False,False
159000.0,47.0,2.0,1,Namješten,,Struja,,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210000.0,56.0,3.0,8,Namješten,,Centralno (gradsko),Antuna Branka Šimića,0.0,1970-1979,Laminat,False,True,True,False,True,False,True,False,False,True,False,False,False,False
189000.0,51.0,2.0,3,Namješten,,Centralno (gradsko),,0.0,,Parket,True,False,False,True,False,False,False,False,False,False,False,True,False,False
125000.0,38.0,1.0,Visoko prizemlje,Namješten,Dobro stanje,Struja,,0.0,,,True,True,True,True,False,False,False,False,False,True,False,False,False,False
132000.0,42.0,1.0,14,Namješten,,Centralno (gradsko),Ive Andrica,4.0,1980-1989,Parket,True,True,True,False,True,False,True,True,False,False,True,True,False,False
435000.0,54.0,4.0,1,Namješten,Renoviran,Centralno (Plin),Ljubljanska,0.0,2010,Parket,True,True,True,False,False,False,True,True,True,True,False,False,False,True
325000.0,108.0,4.0,5,Namješten,,Centralno (gradsko),Zaima Šarca,6.0,1980-1989,Parket,True,True,True,False,False,False,True,True,False,False,False,True,False,False
420000.0,109.0,4.0,3,Namješten,Renoviran,Centralno (Plin),Safvet-bega Bašagića,0.0,,Parket,True,True,True,True,False,False,True,True,True,False,False,True,False,True
110000.0,40.0,1.5,3,Namješten,,Ostalo,Ćamila Marića,2.5,2015,Parket,True,True,True,False,False,False,False,False,False,False,False,False,False,False
230000.0,57.0,2.0,5,Namješten,,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270000.0,80.0,3.0,Visoko prizemlje,Namješten,,Centralno (Plin),Tina Ujevića,0.0,Prije 1950,Laminat,True,True,True,False,False,False,True,True,True,False,False,True,False,False
200000.0,76.0,2.0,1,Namješten,,Struja,Paromlinska,0.0,Prije 1950,Ostalo,False,True,True,False,False,False,True,True,False,True,False,True,False,False
359000.0,103.0,4.0,1,Namješten,,Ostalo,Dola,0.0,1950-1959,Parket,False,True,True,False,False,False,True,True,False,False,False,False,False,False
159000.0,78.0,4.0,7,Namješten,,Centralno (Plin),Adema Buće,0.0,2000-2009,,True,False,True,False,True,False,True,True,True,True,False,True,False,False
210000.0,45.0,3.0,Prizemlje,Namješten,,Struja,Maria Mikulića,0.0,1980-1989,Parket,True,True,True,True,False,False,True,False,True,True,False,False,False,False
320000.0,66.0,3.0,4,Namješten,Renoviran,Plin,Muse Ćazima Ćatića 22,0.0,,Parket,True,True,True,True,False,False,True,True,True,True,False,True,False,True
160000.0,42.0,2.0,2,Namješten,,Plin,,0.0,,Parket,True,False,False,False,False,False,True,True,True,False,False,True,False,False
154999.0,55.0,2.0,Suteren,Namješten,Renoviran,Centralno (gradsko),Želimira Vidovića Kelija,0.0,2015,Parket,True,True,True,False,True,False,True,True,False,False,True,True,True,True
190000.0,43.0,2.0,4,Namješten,,Centralno (Kotlovnica),,0.0,1980-1989,Parket,True,False,False,False,False,False,False,True,False,True,False,False,False,False
400000.0,84.0,3.0,4,Namješten,,Plin,,0.0,,,True,False,False,False,False,False,True,True,True,True,True,True,False,False
470000.0,88.0,2.0,2,Namješten,Renoviran,Centralno (Plin),Muvekita,0.0,Prije 1950,Parket,True,False,True,True,False,False,True,True,True,False,False,False,False,True
170000.0,48.0,2.0,12,Namješten,,Centralno (Kotlovnica),,0.0,2015,Parket,False,True,True,True,True,False,True,True,False,False,False,False,False,False
564000.0,94.0,4.0,2,Namješten,,Plin,Pruscakova,0.0,,Laminat,True,False,False,False,False,False,False,False,False,True,False,False,False,False
465000.0,86.0,3.0,3,Namješten,Renoviran,Centralno (Plin),Muse Ćazima Ćatića,0.0,,Parket,True,True,True,True,False,False,True,True,True,False,False,True,True,True
300000.0,56.0,2.0,3,Namješten,,Centralno (gradsko),Bulevar Meše Selimovića 2B,3.1,2015,Parket,False,True,True,True,True,True,False,True,False,False,False,False,False,False
299999.0,76.0,3.0,3,Namješten,Renoviran,Centralno (gradsko),Milana Preloga,10.0,1980-1989,Parket,True,False,False,False,True,False,False,True,False,False,False,False,False,True
425000.0,105.0,4.0,Suteren,Namješten,Renoviran,Centralno (gradsko),,0.0,1980-1989,Parket,True,True,True,False,False,False,True,True,False,False,True,False,True,True
325000.0,55.35,2.0,2,Namješten,,Centralno (gradsko),,0.0,,,False,True,True,True,True,True,False,False,False,False,False,False,False,False
146900.0,40.0,1.5,1,Namješten,Dobro stanje,Centralno (gradsko),,3.0,,Parket,True,True,True,False,True,False,True,True,False,True,False,False,False,False
535000.0,136.0,5.0,16,Namješten,Dobro stanje,Centralno (gradsko),,14.0,,Laminat,True,True,True,True,True,False,False,True,False,False,False,True,True,False
330000.0,73.0,3.0,7,Namješten,,Centralno (gradsko),Grbavička,0.0,,Parket,False,False,False,False,True,False,False,False,False,False,False,False,False,False
449990.0,80.0,3.0,3,Namješten,,Centralno (gradsko),"Dzemala Bijedića 134c, Sarajevo",4.0,2020,Laminat,True,True,True,True,True,True,False,True,False,False,False,False,False,False
200000.0,37.0,1.5,Visoko prizemlje,Namješten,,Centralno (Plin),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
350000.0,64.0,3.0,3,Namješten,Renoviran,Centralno (Plin),Odobašina,0.0,,Parket,True,True,True,True,False,False,True,True,True,False,True,False,True,True
1200000.0,250.0,5.0,2,Namješten,Renoviran,Centralno (Plin),Avde Jabučice,0.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,True
1200000.0,250.0,5.0,1,Namješten,Renoviran,Centralno (Plin),Avde Jabučice,0.0,,Parket,False,True,True,False,False,False,True,True,True,False,False,False,False,True
225000.0,44.5,2.0,9,Namješten,,Centralno (gradsko),,16.0,2020,,False,False,False,True,True,True,False,False,False,False,False,False,False,False
118000.0,30.0,1.0,7,Namješten,Renoviran,Centralno (gradsko),,0.0,,Laminat,True,True,True,False,True,False,True,True,False,True,False,False,False,True
299000.0,87.0,3.0,1,Namješten,Renoviran,Centralno (Plin),Čekaluša,5.0,Prije 1950,Laminat,False,True,True,False,False,False,True,True,True,True,True,True,False,True
599000.0,219.0,5.0,1,Namješten,Renoviran,Centralno (Plin),Antuna Hangija,15.0,1980-1989,Parket,True,True,True,True,False,False,True,True,True,True,True,True,False,True
205000.0,121.0,4.0,3,Namješten,Renoviran,Centralno (Plin),Jošanička,4.0,2010,Parket,True,True,True,True,False,False,True,True,True,True,False,True,False,True
435000.0,115.0,4.0,1,Namješten,,Plin,,0.0,2010,Laminat,True,True,True,True,False,True,True,True,True,True,False,True,False,False
350000.0,65.0,3.0,3,Namješten,Renoviran,Struja,Talirevića 18,4.0,1960-1969,Parket,True,True,True,True,False,False,True,True,False,True,False,False,False,True
319000.0,78.0,3.0,6,Namješten,Renoviran,Centralno (gradsko),"Alipašino B faza, Novi grad",6.0,1980-1989,Laminat,True,True,True,True,True,False,True,True,False,True,False,True,False,True
150000.0,53.0,2.0,Visoko prizemlje,Namješten,,Struja,Omladinska,0.0,,Laminat,True,True,True,True,True,False,True,True,False,True,False,True,False,False
165000.0,49.0,1.5,8,Namješten,,Struja,Zlatnih ljiljana,0.0,2020,Ostalo,True,True,True,False,True,True,True,True,False,False,False,True,False,False
100000.0,65.0,3.0,4,Namješten,,Struja,,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185000.0,74.0,3.0,Suteren,Namješten,,Centralno (gradsko),Želimira Vidovića Kelija,0.0,2015,Parket,True,True,True,False,False,False,True,True,False,False,True,False,False,False
224000.0,46.0,3.0,1,Namješten,Renoviran,Centralno (Plin),Talirevića,0.0,1970-1979,Ostalo,True,True,True,True,False,False,True,True,True,True,False,True,False,True
121000.0,30.0,0.0,9,Namješten,,Centralno (gradsko),,0.0,2020,Parket,False,True,True,True,True,True,True,True,False,False,False,False,False,False
345000.0,89.0,4.0,6,Namješten,,Centralno (gradsko),,0.0,,Parket,True,True,True,False,True,False,False,True,False,False,True,False,False,False
120000.0,43.0,1.5,11,Namješten,,Centralno (gradsko),Bosanska 1,0.0,,Parket,False,True,True,False,True,False,True,True,False,False,False,True,False,False
600000.0,95.0,3.0,1,Namješten,,Plin,,0.0,2000-2009,Parket,True,True,False,False,True,True,True,True,True,False,False,False,False,False
98000.0,30.0,1.0,Prizemlje,Namješten,Renoviran,Centralno (gradsko),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156000.0,53.0,3.0,2,Namješten,Renoviran,Struja,,5.0,,,False,True,True,False,False,False,False,True,True,True,False,True,False,True
175000.0,60.0,3.0,6,Namješten,,Centralno (Plin),,0.0,2020,Parket,True,True,True,True,True,True,True,True,True,True,True,True,False,False
156000.0,78.0,3.0,1,Namješten,Dobro stanje,Centralno (Plin),,0.0,,Parket,True,True,True,False,False,False,True,True,True,True,False,True,False,False
260000.0,68.0,3.0,3,Namješten,,Centralno (Plin),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260000.0,49.2,2.0,13,Namješten,,Centralno (gradsko),Nova Otoka,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,False,False,False,False
135000.0,72.0,3.0,2,Namješten,Za renoviranje,Centralno (Plin),Trg oteškog bataljona,0.0,1980-1989,,False,False,False,False,False,False,True,True,False,True,False,False,False,False
138000.0,23.0,0.0,2,Namješten,,Struja,Safvet Bega Bašagića,0.0,,Parket,True,False,False,False,False,False,False,True,False,True,False,False,False,False
488000.0,122.0,3.0,4,Namješten,,Plin,,5.0,2010,,False,False,True,True,False,True,True,True,False,False,False,False,False,False
350000.0,97.0,3.0,1,Namješten,,Ostalo,Sarač-Ismailova,0.0,2015,Parket,True,True,True,True,False,True,True,True,False,False,True,False,True,False
111000.0,30.0,0.0,9,Namješten,,Centralno (Kotlovnica),Latička,0.0,2015,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,False
115000.0,29.0,0.0,10,Namješten,Renoviran,Centralno (gradsko),Bosanska,4.0,1980-1989,Parket,True,True,True,True,True,False,True,True,False,False,False,False,False,True
165000.0,55.0,3.0,4,Namješten,,Centralno (gradsko),,0.0,,,True,True,True,False,False,False,True,True,False,False,False,False,False,False
238000.0,70.05,3.0,3,Namješten,,Plin,Pijacna 114,2.5,2010,Parket,True,True,True,True,True,True,False,True,True,False,False,False,False,False
235000.0,56.0,3.0,1,Namješten,Renoviran,Plin,,0.0,,,True,False,False,False,False,False,False,True,True,True,False,False,False,True
136000.0,45.0,2.0,8,Namješten,,Centralno (gradsko),,5.0,,,True,True,True,False,True,False,True,True,True,False,False,False,False,False
