,title,cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,vrsta_oglasa,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,balkon,blindirana_vrata,internet,kablovska_tv,kanalizacija,klima,lift,novogradnja,struja,voda,tel_prikljucak,datum_objave,primarna_orijentacija,uknjizeno_zk,kucni_ljubimci,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,balkon,nedavno_adaptiran,details
362,"
                                                    NN Nekretnine : Dvosoban stan-Novogradnja , Kromolj
                                                ",259.650 KM,58,Dvosoban (2),1,Nenamješten,U izgradnji,Plin,Prodaja,Kromolj,,2020+,Parket,True,,,,,,,,True,True,,05.06.2023,,True,,True,,,,,True,,"Kratki opis:NN Nekretnine prodaje dvosoban stan u stambenom objektu koji je u fazi izgradnje u naselju Slatina/Kromolj kod Pionirske Doline u opštini Centar.Detaljni opis:Iz ponude izdvajamo odlično pozicioniran dvosoban stan ukupne kvadrature 57,70m2 koji se nalazi na prvom spratu novog stambeno-poslovnog objekta na izvrsnoj lokaciji Kromolj – opština Centar smješten je u najsunčanijem dijelu Sarajeva.Zgrada je trenutno u fazi izgradnje, te su radovi na zgradi završeni 70%. Trenutno se radi na finim radovima. Investitor ima iza sebe desetak uspješno realiziranih projekata i sve zgrade su uspješno uknjižene. Stanovi su jako visoke kvalitete i moderno su dizajnirani. Svi ugrađeni materijali i oprema su od renomiranih proizvođača sa naglaskom na zaštitu okoliša i energetsku efikasnost.Visok standard gradnje i korištenih materijala rezultirao je kreiranjem maksimalno iskorištenog prostora sa mnogo prirodnog svjetla unutar svake stambene jedinice.Stan se sastoji od:Dnevni boravakTrpezarijaKuhinjaHodnikSpavaća soba KupatiloLođa Objekat se sastoji od dvije suterenske etaže, prizemlja i dvije etaže sprata.Suterenska etaža (-2) riješena je kao dvonamjenska, parking garaža, kapaciteta 23 parking mjesta.U stambenim prostorima je predviđena podna obloga od panelnog parketa I klase, dok je u sanitarnim prostorima i balkonima (lođama) predviđena obloga od protukliznih keramičkih pločica.Sanitarije su opremljene visokokvalitetnom sanitarnom opremom sa tuš kabinama izvedenim kao slobodnostojeće kabine sa tuš kanalicom i pregradom od lamistal stakla.Fasadni otvori su zatvoreni pvc bravarijom antracit boje.Savremeni sistem za plinsko grijanje kondenzacijskom tehnologijom optimizira potrošnju plina te time omogućava uštedu troškova.Postoji mogućnost i kupovine garažnog ili vanjskog parking mjesta po idućim cijenama:Garažno mjesto - 20 000KMVanjsko parking mjesto - 10 000KMCijena stana: 259.650KMUseljivo u decembru 2023.﻿NN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
363,"
                                                    NN Nekretnine : Trosoban stan-Novogradnja , Kromolj
                                                ",433.200 KM,96,Trosoban (3),Prizemlje,Nenamješten,U izgradnji,Centralno (Plin),Prodaja,Kromolj,,2020+,Parket,True,,,,,,,,,,,02.06.2023,Jugoistok,True,,,,,,,True,,"Kratki opis:NN Nekretnine prodaje stan u stambenom objektu koji je u fazi izgradnje u naselju Slatina/Kromolj kod Pionirske Doline u opštini Centar.Detaljni opis:Iz ponude izdvajamo odlično pozicioniran novi stambeno-poslovni objekat na izvrsnoj lokaciji Kromolj – opština Centar smješten je u najsunčanijem dijelu Sarajeva. Zgrada je trenutno u fazi izgradnje, te su radovi na zgradi završeni 70%. Trenutno se radi na finim radovima. Investitor ima iza sebe desetak uspješno realiziranih projekata i sve zgrade su uspješno uknjižene. Stanovi su jako visoke kvalitete i moderno su dizajnirani. Svi ugrađeni materijali i oprema su od renomiranih proizvođača sa naglaskom na zaštitu okoliša i energetsku efikasnost.Visok standard gradnje i korištenih materijala rezultirao je kreiranjem maksimalno iskorištenog prostora sa mnogo prirodnog svjetla unutar svake stambene jedinice.Stan se sastoji od:Dnevni boravakKuhinja sa trpezarijomHodnikDegažmanSpavaća soba 1Spavaća soba 2KupatiloToaletLođa 1Lođa 2Objekat se sastoji od dvije suterenske etaže, prizemlja i dvije etaže sprata.Suterenska etaža (-2) riješena je kao dvonamjenska, parking garaža, kapaciteta 23 parking mjesta.U stambenim prostorima je predviđena podna obloga od panelnog parketa I klase, dok je u sanitarnim prostorima i balkonima (lođama) predviđena obloga od protukliznih keramičkih pločica.Sanitarije su opremljene visokokvalitetnom sanitarnom opremom sa tuš kabinama izvedenim kao slobodnostojeće kabine sa tuš kanalicom i pregradom od lamistal stakla.Fasadni otvori su zatvoreni pvc bravarijom antracit boje.Savremeni sistem za plinsko grijanje kondenzacijskom tehnologijom optimizira potrošnju plina te time omogućava uštedu troškova.Postoji mogućnost i kupovine garažnog ili vanjskog parking mjesta po idućim cijenama:Garažno mjesto - 20 000KMVanjsko parking mjesto - 10 000KMCijena stana: 433.200KMUseljivo u decembru 2023.﻿NN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
364,"
                                                    NN Nekretnine: Trosoban stan- Grbavica, Novo Sarajevo
                                                ",295.000 KM,71,Trosoban (3),11,Nenamješten,Renoviran,Centralno (gradsko),Prodaja,Grbavicka,,,Parket,True,True,True,True,True,,True,,True,True,True,18.05.2023,,True,,,,,True,,True,True,"Kratki opis:NN Nekretnine prodaje trosoban stan u ulici Grbavička, naselje Grbavica, općina Novo Sarajevo.Detalji opis:Iz ponude izdvajamo trosoban stan koji se nalazi na vrhunskoj lokaciji-u naselju Grbavica, ukupne kvadrature 71m2. Stan se nalazi se 11. spratu zgrade koja ukupno broji 15. spratova. Stan je adaptiran prije nekoliko mjeseci i tom prilikom je postavljena vanjska PVC stolarija. Podovi su parket+ laminat. U stanu je gradsko centralno grijanje, protuprovalna blind vrata, a zgrada posjeduje smetljarnik. Također, stan posjeduje nekoliko ostava- jedna se nalazi u kuhinji, druga u kupatilu, treća ispred ulaznih vrata(u kom je moguće odlagati biciklo i slične stvari). Također, postoje zajedničke ostave koje se nalaze u potkrovlju zgrade. Posjeduje više parking mjesta.Stan posjeduje:Dnevni boravakKuhinja TrpezarijaHodnikSpavaća soba 1Spavaća soba 2KupatiloToaletFrancuski balkonStan se nalazi na izuzetno atraktivnoj lokaciji, sa prekrasnim pogledom na grad. Dvostrano je orjentisan. U neposrednoj blizini se nalazi Vilsonovo šetalište, apoteke, gradski prijevoz itd.Cijena: 295.000KMNN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
365,"
                                                    NN Nekretnine: Jednosoban stan- Višnjik, Centar
                                                ",105.000 KM,35,Jednosoban (1),Prizemlje,Nenamješten,Za renoviranje,Plin,Prodaja,Višnjik,,,,,True,,,True,,,,True,True,,15.06.2023,,True,,True,,,,,,,"AGENCIJA NN NEKRETNINE OSIGURAVA KUPCE policom od odgovornosti u procesu kupoprodaje ovog stana - Wiener Osiguranje.Kratki opis: NN Nekretnine prodaje jednosoban stan u ulici Višnjik, naselje Višnjik, općina Centar. Detaljni opis:Iz ponude izdvajamo jednosoban stan ukupne kvadrature 35m2 koji se nalazi na prizemlju stambene zgrade koja ukupno broji četiri sprata. Stan se nalazi u izvornom stanju. Stan ima Vaillantov plinski bojler za grijanje sa instaliranim radijatorim,kvalitetna blinda vrata, kao i sigurnosnu ogradu na prozorima. Zidovi u stanu su zdravi i nema vlage. Stan je osunčan veći dio dana.Stan posjeduje:Dnevni boravakKuhinjaHodnikKupatiloSigurno naljepši i najatraktivniji dio Sarajeva koji odiše mirom, zelenilom i prirodom.Također, u blizini zgrade se nalaze brojni restorani, autobuska stanica, prodavnice, parkovi, šetališta, apoteke, pekare, škole, obdeništa, igraonice i drugo.. Centar grada je jako blizu 10 minuta hoda.Cijena: 105.000KMNN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Vildana HadžiibrahimovićMobitel: +387 (0) 61 157 997Ostatak ponude na www.nn-nekretnine.ba"
366,"
                                                    NN Nekretnine : Trosoban stan- Dolac Malta, N. Sarajevo
                                                ",242.000 KM,74,Trosoban (3),2,Nenamješten,Renoviran,Struja,Prodaja,Igmanska,,,Laminat,,True,,,True,,,,True,True,,18.05.2023,Jugoistok,True,,,True,,,,,True,"Kratki opis:NN Nekrenine prodaje potpuno renoviran trosoban stan u ulici Igmanska, naselje Pofalići, općina Novo Sarajevo.Detaljni opis:Iz ponude izdvajamo potpuno renoviran trosoban stan stvarne površine 78m2, a iz ZK 74m2 koji se nalazi u naselju Dolac Malta, na drugom spratu zgrade koja ukupno broji 3 sprata.Adaptacija stana je vršena prije nekoliko mjeseci i tom prilikom su zamjenjeni podovi prvoklasnim laminatom, postavljena je unutrašnja drvena i vanjska PVC stolarija (Salamander), potpuno su renovirani kupatilo i wc. Urađeno je grijanje koje radi na termo bloku(jedna od najboljih varijanti grijanja).Stan posjeduje:Dnevni boravakKuhinja sa trpezarijomSpavaća soba 1Spavaća soba 2 KupatiloToaletHodnikOstavaIspred zgrade se nalazi veliki javni parking, te je time stalno omogućeno više parking mjesta. Stan posjeduje i ostavu koja se nalazi u dvorištu zgrade.Stan se nalazi u mirnom dijelu grada, a ujedno je u blizini sve što je potrebno-škola, supermarket, javni prevoz, banka itdCijena: 242.000KMNN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
367,"
                                                    NN Nekretnine: Trosoban stan - Vraca
                                                ",167.000 KM,69,Trosoban (3),Prizemlje,Nenamješten,,Plin,Prodaja,Pavla Lukača,,2020+,Laminat,,,,,True,,,True,True,True,,05.05.2023,,True,,True,,,True,,,,"Kratki opis: NN Nekretnine prodaje trosoban stan u novogradnji na Vracama u ulici Pavla Lukača, općina Novo Sarajevo.Detaljan opis:Iz ponude izdvajamo odlično pozicioniran trosoban stan u novoizgrađenoj zgradi (2022 gradnja) koji se nalazi u na atraktivnoj lokaciji u ulici Pavla Lukača, naselje Vraca, ukupne kvadrature 69m2. Stan se nalazi na prizemlju zgrade koja ukupno broji 4 sprata. Na podovima je postavljen prvoklasni laminat, dok je unutrašnja I vanjska PVC stolarija. Grijanje je plinsko. Lokacija samog stana je izuzetna jer se u blizini nalazi gradski prijevoz, supermarketi, a kratkim hodom je udaljen od centra grada. Posjeduje parking mjesto pored zgrade. Pored stana se nalazi i ostava koja pripada stanu, ali nije uknjižena.Stan posjeduje:·        Dnevni boravak (Otvoreni koncept)·        Hodnik·        Kuhinja (Otvoreni koncept)·        Spavaća soba 1·        Spavaća soba 2·        Kupatilo·        Parking mjesto·        OstavaCIJENA: 167.000 KMNN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
368,"
                                                    NN Nekretnine: Dvoiposoban stan sa garažom- Hrasnica
                                                ",140.000 KM,55,Dvosoban (2),3,Nenamješten,,Plin,Prodaja,Generala Izeta Nanića,,,Parket,True,,,,True,,,,True,True,,08.06.2023,,True,,True,,,,,True,,"AGENCIJA NN NEKRETNINE OSIGURAVA KUPCE policom od odgovornosti u procesu kupoprodaje ovog stana - Wiener Osiguranje.Kratki opis:NN Nekretnine prodaje dvoiposoban stan sa garažom u ulici Generala Izeta Nanića, naselje Hrasnica, općina Ilidža.Detaljni opis: Iz ponude izdvajamo nenamješten, dvoiposoban stan sa garažom, ukupne kvadrature 55m2 koji se nalazi na trećem spartu stambene zgrade koja ukupno broji četiri sprata. Stan posjeduje dva balkona, orjentisana dvostrano. Jedan je zatvorenog tipa-lođa, dok je drugi standardni balkon. Stan se nalazi u mirnoj ulici, a u neposrednoj blizini se nalazi market, škola, kao i ugostiteljski objekti.Stan posjeduje i pripadajuću garažu koja se nalazi pored zgrade, koja ulazi u ukupnu prodajnu cijenu. Grijanje u stanu je plinsko. Podovi su od parketa. Posjeduje blindo vrata, i interfon. Stan posjeduje:Dnevni boravak sa balkonomKuhinja TrpezarijaHodnikSpavaća soba sa lođomKupatiloGaražaCijena: 140.000KM﻿﻿NN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
369,"
                                                    NN Nekretnine: Stanovi novogradnja - Kromolj
                                                ",Na upit,60,Dvosoban (2),1,Nenamješten,Renoviran,Plin,Prodaja,Kromolj,,2020+,,True,,,,True,,,,,True,,29.05.2023,,True,,,,,,,True,True,"Kratki opis:NN Nekretnine prodaje više stanova u stambenom objektu koji je u fazi izgradnje u naselju Slatina/Kromolj kod Pionirske Doline u opštini Centar.Detaljni opis:Iz ponude izdvajamo odlično pozicioniran novi stambeno-poslovni objekat na izvrsnoj lokaciji Kromolj – opština Centar smješten je u najsunčanijem dijelu Sarajeva. U sklopu ovog objekta se nalazi više stanova na prodaju. Zgrada je trenutno u fazi izgradnje, te su radovi na zgradi završeni 70%. Trenutno se radi na finim radovima. Investitor ima iza sebe desetak uspješno realiziranih projekata i sve zgrade su uspješno uknjižene. Stanovi su jako visoke kvalitete i moderno su dizajnirani. Svi ugrađeni materijali i oprema su od renomiranih proizvođača sa naglaskom na zaštitu okoliša i energetsku efikasnost. Visok standard gradnje i korištenih materijala rezultirao je kreiranjem maksimalno iskorištenog prostora sa mnogo prirodnog svjetla unutar svake stambene jedinice.Objekat se sastoji od dvije suterenske etaže, prizemlja i dvije etaže sprata.Suterenska etaža (-2) riješena je kao dvonamjenska, parking garaža, kapaciteta 23 parking mjesta.U stambenim prostorima je predviđena podna obloga od panelnog parketa I klase, dok je u sanitarnim prostorima i balkonima (lođama) predviđena obloga od protukliznih keramičkih pločica.Sanitarije su opremljene visokokvalitetnom sanitarnom opremom sa tuš kabinama izvedenim kao slobodnostojeće kabine sa tuš kanalicom i pregradom od lamistal stakla.Fasadni otvori su zatvoreni pvc bravarijom antracit boje.Savremeni sistem za plinsko grijanje kondenzacijskom tehnologijom optimizira potrošnju plina te time omogućava uštedu troškova.Postoji mogućnost i kupovine garažnog ili vanjskog parking mjesta po idućim cijenama:Garažno mjesto - 20 000KMVanjsko parking mjesto - 10 000KMCijena stanova po kvadratu: 4500KMStanovi u ponudi za prodajuStanovi suteren:Stan 1 - 84,73m2Stan 2 - 96,96m2Stan 3 - 61,89m2Stan 4 - 75,86m2Stan 5 - 96,36m2Stan 6 - 67,59m2Stan 7 - 61,89m2Stanovi prizemlje:Stan 9 - 96,96m2Stan 10 - 57,70m2Stan 11 - 75,86m2Stan 12 - 96,36m2Stan 14 - 57,70m2Prvi sprat:Stan 16 - 96,96m2Stan 17 - 57,70m2Stan 18 - 75,86m2Stan 21 - 57,70m2Useljivo u decembru 2023.﻿NN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
370,"
                                                    NN Nekretnine: Četverosoban stan - Višnjik - Bjelave
                                                ",312.800 KM,92,Četverosoban (4),3,Nenamješten,,Centralno (Plin),Prodaja,Zaima Šarca,92,,Parket,True,True,True,True,True,,,,True,True,True,14.04.2023,Jugozapad,True,,True,,,True,,True,,"Kratki opis: NN nekretnine ekskluzivno prodaje četverosoban stan na Višnjiku - Bjelavama, opština Centar, ulica Zaima ŠarcaDetaljan opis:Iz ponude izdvajamo veoma prostran stan sa dosta dnevne svjetlosti u naselju Višnjik – Bjelave. Po strukturi je četverosoban ukupne kvadrature 92m2. Navedena kvadratura je iskljucivo stambena a stan posjeduje I dva prostrana balkona ukupne kvadrature cca 15ak m2. Stan je pozicioniran na trećem spratu objekta bez lifta koji je ujedno I posljednji sprat.  Nalazi se u izvornom stanju. U stanu je centralno plinsko etažano grijanje. Prodaje se kompletno opremljen u viđenom stanju. Ispred samog objekta se nalazi više parking mjesta. Stan posjeduje:Prva etaža:- Dnevni boravak sa izlazom na balkon- Kuhinja sa terpezarijom- Ostava u sklopu kuhinje- Hodnik - Manja spavaća sobaDruga etaža:- Hodnik- Kupatilo- Veća spavaća soba- Druga spavaća sa izlazom na balkon CIJENA: 312.800 KM NN NekretnineMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
371,"
                                                    NN Nekretnine: Dvosoban stan- Koševo-Višnjik, Centar
                                                ",121.000 KM,29,Dvosoban (2),Visoko prizemlje,Nenamješten,Za renoviranje,Centralno (Plin),Prodaja,Bolnička,7,,Parket,True,True,,,True,,,,True,True,True,12.05.2023,Ostalo,True,,,,,True,,True,,"Kratki opis: NN nekretnine ekskluzivno prodaje dvosoban stan u izvornom stanju, u opštini Centar, naselje Koševo-Višnjik, ulica Bolnička.Detaljan opis:Iz ponude izdvajamo dobro pozicioniran dvosoban stan koji se nalazi u općini Centar, uknjižene kvadrature 29 m2, a stvarne kvadrature 39m2, od čega je 10m2 dodatnih, za koje ima potpisana saglasnost svih stanara. Ono što ovaj stan čini izuzetno dobrom investicijom jeste mogućnost otkupljivanja ostave koja ima dodatnih cca 15m2, gdje bi se kvadratura i veličina stana znatno povećala. U stanu je stavljena nova PVC stolarija, novi plinski bojler kao i ulazna sigurnosna “Blindo-protupožarna"" vrata.Nekretnina je pozicionirana u blizini glavne saobraćajnice. U neposrednoj blizini nalaze se KCUS i apoteke, marketi i mnogi drugi trgovački i ugostiteljski objekti. Lokacija obiluje poslovnim sadržajima, javni gradski saobraćaj koji ovu lokaciju odlično povezuje sa ostalim dijelovima grada.  Stan posjeduje:-Dnevni boravak-Kuhinja-Hodnik-Spavaća soba-Kupatilo-Balkon CIJENA: 121.000KM NN NekretnineAgent: Faris HadžiibrahimovićMobitel: +387 (0) 66 111 011 Ostatak ponude na www.nn-nekretnine.ba"
372,"
                                                    Adaptiran četverosoban stan -Jezero/Pionirska
                                                ",200.000 KM,90,Četverosoban (4),1,Nenamješten,,Struja,Prodaja,,4,2010+,Laminat,True,,True,True,True,,,,True,True,True,11.08.2022,,True,,,True,,,,True,,"Prodaje se etažiran i kompletno adaptiran četverosoban stan na prvom spratu kuće sa odvojenim ulazom u Ulici Nahorevska, naselje Pionirska/Jezero, općina Centar. Stan je nov, neuseljen posjeduje 90m2 stambene uknjižene površine kao i:

Dnevni boravak sa izlazom na balkon,Kuhinju ( nova postavljena ),Trpezarija,Hodnik ( sa izlazom na manji balkon ),Kupatilo ( novo uradjeno, nekorišteno ),Tri spavaće sobe,Ostava.
Atraktivna lokacija sa svim uslovima za zivot u krugu od 1km, vrtici, osnovna skola, fakulteti, sportsko rekreacioni centri, Pionirska dolina, prodavnice mjesovite robe, apoteke, slasticarne, cevabdzinica, autobusko i trolejbusko stajaliste...

Fakulteti medicina, stomatologija, građevina udaljeni jednu trolejbusku stanicu od stana.

 

 Cijena 200.000 KM

 

Kontakt tel: 061 157 997

Ostatak ponude na: www.nn-nekretnine.ba"
373,"
                                                    PICCOLO GRANDE PRODAJE/Stan/Centar/Ul.Kulovica 77 m2
                                                ",285.000 KM,77,Trosoban (3),3,Nenamješten,,Plin,Prodaja,Kulovica,,,,,True,,,,,,,True,,,02.05.2023,,True,,True,,,,,,,"PICCOLO GRANDE NEKRETNINE PRODAJU:Stan u strogom centru grada u opstini Centar u ulici Kulovica.Stan je pozicioniran na 3.spratu stambene zgrade(ujedno i posljednjem),austrugarske gradnje bez lifta.Sastoji se od ulaznog hola,kuhinje i trpezarije,tri spavace sobe,dnevnog boravka i kupatila.Po ZK ulosku ima 77 m2,mada u prostoru ima znatno vise.Stan pruza  zaista velike mogucnosti,a po nama je idealan za napraviti 3.apartmana,kako bi radili stan na dan.Zelimo naglasiti da stan ima i plinsku instalaciju,da je lokacija same zgrade vise nego atraktivna i da je nasa preporuka da ovu nekretninu svakako pogledate.Sve ostale informacije mozete dobiti na nase kontakt telefone:+387 62 153 333+387 62 480 235www.piccologrande.bainfo@piccologrande.baRegistarski broj posrednika 58/2023﻿NAPOMENA:Navedena tražena cijena predstavlja preporučenu cijenu za predmetnu nekretninu. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od preporučene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije."
374,"
                                                    48,83m2/dvosoban stan/Stup/Ilidža/NINA-STAN
                                                ",161.900 KM,48,Dvosoban (2),2,Nenamješten,,Centralno (gradsko),Prodaja,"Bojnička 41M, Stup, Sarajevo",,2020+,,True,True,True,True,True,,True,True,True,True,True,05.05.2022,,True,,,,,,,True,,"DVOSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
375,"
                                                    41,60m2/dvosoban stan/Stup/Ilidža/NINA-STAN
                                                ",137.900 KM,41,Dvosoban (2),1,Nenamješten,,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,23.05.2023,,,,,,,,,,,"DVOSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
376,"
                                                    43,14m2/dvosoban stan/Stup/Ilidža/NINA-STAN
                                                ",142.900 KM,43,Dvosoban (2),2,Nenamješten,,Centralno (gradsko),Prodaja,BOJNIČKA 41M,,2020+,Laminat,True,True,True,True,,,True,True,True,,True,23.05.2023,,True,,,,,,,True,,"DVOSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
377,"
                                                    51,16m2/dvosoban stan/Stup/Ilidža/NINA-STAN
                                                ",168.900 KM,51,Dvosoban (2),1,Nenamješten,,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,23.05.2023,,,,,,,,,,,"DVOSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
378,"
                                                    48,18m2/trosoban stan/Stup/Ilidža/NINA-STAN
                                                ",168.900 KM,48,Trosoban (3),1,Nenamješten,,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,23.05.2023,,,,,,,,,,,"TROSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
379,"
                                                    62m2/trosoban stan/Stup/Ilidža/NINA-STAN
                                                ",217.900 KM,62,Trosoban (3),1,Nenamješten,,Centralno (gradsko),Prodaja,,,2020+,Laminat,True,True,True,True,True,,,,True,,True,23.05.2023,,,,,,,,,True,,"TROSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
380,"
                                                    45,40m2/dvosoban stan/Stup/Ilidža/NINA-STAN
                                                ",153.900 KM,45,Dvosoban (2),1,Nenamješten,,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,23.05.2023,,,,,,,,,,,"DVOSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
381,"
                                                    43,69m2/dvosoban stan/Stup/Ilidža/NINA-STAN
                                                ",152.900 KM,43,Dvosoban (2),2,Nenamješten,,Centralno (gradsko),Prodaja,"Bojnička 41M, Stup, Sarajevo",,2020+,Laminat,True,True,True,True,True,,,,True,True,,05.05.2022,,True,,,,,,,True,,"DVOSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111 Kako do nas KLIKNI OVDJE"
382,"
                                                    51m2/dvosoban stan/Stup/Ilidža/NINA-STAN
                                                ",172.900 KM,51,Dvosoban (2),4,Nenamješten,,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,23.05.2023,,,,,,,,,,,"DVOSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
383,"
                                                    55,68m2/trosoban stan/Stup/Ilidža/NINA-STAN
                                                ",183.900 KM,55,Trosoban (3),1,Nenamješten,,Centralno (gradsko),Prodaja,,,,,,,,,,,,,,,,23.05.2023,,,,,,,,,,,"TROSOBAN STAN tako dobro projektovan da kupcu nudi kvalitetn dnevni boravak sa trpezarijom i kuhinjom te izlazom na balkon, standdardnu spavaću sobu, mali hodnik, dizajnirano kupatilo, tako da su sve sobe pravilnog oblika i svaki centimetar kvadratni je iskorišten na najbolji mogući  način. U ponudi se nalazi više dvosobnih i trosobnih stanova. Za sve detaljne informacije posjetite našu web stranicu www.nina-stan.com info telefon 062 711 111"
384,"
                                                    Stan Vogošća
                                                ",Na upit,54,Jednoiposoban (1.5),Prizemlje,Nenamješten,Dobro stanje,Centralno (gradsko),Prodaja,,,,,True,,True,True,True,,,,True,True,True,25.06.2023,,True,,,True,,True,,True,,Prodaja stana ulica Partizanski Odred Zvijzda 23 .Oglas iz usluge 061 078 815 zvati na broj.
